label,hurr_sum,dhw_mean,dhw_sd,sst_mean,sst_sd,k490_mean,k490_sd,prod_mean,prod_sd,rain_mean,rain_sd,6_depth,9_reef,11_het_hab,11_het_typ,12_nursery,14_pop2000,14_pop2005,14_pop2010,14_pop2015,14_pop2020,15_margin,8_fsas,16_slope,23_watpol,18_river,22_inorpol,13_conlob,13_conyel,7_mpa,,YEAR,REGION
51,0.753623188,0.314737443,0.503236507,27.9812162,1.155426035,0.064418425,0.01417772,411.0646563,62.815161,0.073598172,0.417457088,-18.21376809,26.34802812,4.398550725,11.96376812,11.6300652,3303642.871,3264723.862,3230063.837,3199615.396,3173345.619,73.06491793,76.31245132,1.612581957,758.0434783,13.94467142,3.784592754,0.091774109,0.058078833,23.93543862,,2011,PR-South
52,0.764661081,0.018880969,0.048365771,27.93392874,1.190028888,0.057864925,0.01243259,482.442252,82.53441596,0.069306432,0.445570025,-183.7991371,11.70178809,2.818481848,6.44148261,9.004851042,1666779.856,1637464.066,1610372.491,1585489.762,1562828.379,53.2825121,18.21956442,2.255466243,30.99771516,20.58589997,2.718270816,0.102703551,0.048686732,14.6784258,,2011,PR-West
53,0,0.093939464,0.169043836,27.82265608,1.219275528,0.038899069,0.008143071,313.2851266,32.1538556,0.376836366,2.232951958,-23.7909815,35.3399811,3.851458886,10.38196286,6.448103814,242196.8649,246167.8357,251089.8631,257015.1119,264006.4133,41.65323059,11.34731756,2.73142687,11.90981432,152.0624565,0.462041546,0.024073549,0.029959284,13.37341485,,2011,USVI-St. Croix
54,0.006198347,0.044260309,0.079030314,27.61799189,1.208718271,0.036275832,0.006030942,294.5691978,35.54485472,0.449890796,2.17631973,-29.18140494,5.920775027,4.367768595,12.40082645,12.76818264,371255.9117,372474.1987,375104.4233,379164.2845,384687.6021,86.75343033,17.74698558,1.273632252,39.5661157,90.01252114,1.047334233,0.040421403,0.018180667,10.18442827,,2011,USVI-St. Thomas
55,0,0.265562938,0.46543913,27.78910862,1.174239867,0.056105245,0.010282748,394.0106136,65.78593219,0.201768275,1.127123764,-23.34297603,8.123645768,3.351716961,8.802289282,10.49581481,2987601.899,2963165.057,2943388.169,2928293.823,2917930.561,79.24639584,45.9394143,0.798992674,147.3881374,22.66301681,1.111145101,0.107468375,0.014805839,16.15012106,,2012,PR-East
56,0,0,0,27.79160178,1.145991494,0.053430074,0.022835515,383.546864,96.07630489,0.134513317,0.524613912,-6.15,6.938512,3.25,7.5,0.607856375,3058193.434,3020354.197,2986606.815,2956897.366,2931186.18,39.03287138,90.19544575,1.86676125,43.75,17.75801163,22.37857675,0.069243375,0.069164125,42.29167988,,2012,PR-North
57,0,0.163477084,0.278823469,28.05558764,1.086100215,0.059822527,0.014352633,405.7633532,79.96717456,0.096774516,0.677702063,-17.97669168,26.55300906,4.398496241,11.90977444,11.71344082,3290502.471,3251679.271,3217099.724,3186715.722,3160493.615,72.84364653,76.52820547,1.530407895,748.9473684,14.23626102,3.646748789,0.090864669,0.058164677,23.24294351,,2012,PR-South
58,0,0.041418935,0.071285151,28.09629293,1.087624007,0.061579393,0.015405516,489.5179308,84.00955836,0.066954409,0.477706964,-184.2011462,11.72275557,2.808759868,6.429080723,8.994535141,1665238.172,1635910.976,1608807.127,1583911.404,1561236.528,53.23609715,18.20775354,2.251082923,29.57219251,20.64029664,2.649980975,0.103119877,0.048879227,14.63268359,,2012,PR-West
59,0,0.242880141,0.409749881,27.85684951,1.106865793,0.036323276,0.007305061,297.8965647,71.99395172,0.320191536,1.761377234,-23.74973691,35.3858927,3.844736842,10.39736842,6.671267024,242218.8289,246181.5562,251094.1354,257008.612,263987.6782,41.55038392,11.18761651,2.720531263,12.36842105,152.1250582,0.501889603,0.024357179,0.029966984,13.72616324,,2012,USVI-St. Croix
60,0,0.370009091,0.624243099,27.73264353,1.196428226,0.036402308,0.006092873,287.7543168,43.68097746,0.29945602,1.457489643,-28.61348087,5.981525195,4.384305835,12.48088531,13.38918114,373619.3835,374837.0491,377471.6883,381540.7332,387077.7868,86.62281097,17.72711118,1.40236674,38.79275654,89.68134895,1.093904044,0.040236581,0.018320551,10.13473039,,2012,USVI-St. Thomas
61,0,0.300226208,0.52101343,27.57417628,1.091552153,0.062224115,0.01161122,464.3871322,85.17608695,0.275426192,1.295882615,-21.5684534,7.81721404,3.45254833,9.482425308,11.63355638,3044218.272,3019527.218,2999521.057,2984220.76,2973672.885,78.0004148,48.70697796,0.73406812,140.9666081,19.78274302,1.364577908,0.109014736,0.012935601,17.74545225,,2013,PR-East
62,0,0.067890411,0.122446165,27.62248973,1.062099491,0.04876479,0.013240902,397.3053549,81.30726163,0.162174655,0.699063489,-6.15,6.938512,3.25,7.5,0.607856375,3058193.434,3020354.197,2986606.815,2956897.366,2931186.18,39.03287138,90.19544575,1.86676125,43.75,17.75801163,22.37857675,0.069243375,0.069164125,42.29167988,,2013,PR-North
63,0,0.138442525,0.241371358,27.85144396,1.029172682,0.064835815,0.016051347,422.9792261,72.31963809,0.06768483,0.504487442,-17.73913039,26.57602962,4.420289855,11.98550725,11.93792974,3300561.059,3261692.333,3227091.785,3196711.461,3170518.034,72.90173855,77.04214896,1.493100942,758.0434783,13.9110853,3.677269775,0.09145187,0.057648594,22.96705967,,2013,PR-South
64,0,0.042196378,0.074813539,27.9146449,1.031931633,0.063890494,0.014695817,489.9018401,102.4822621,0.060054821,0.384447507,-183.5429914,11.70052093,2.820278834,6.446641318,8.99215263,1665149.18,1635916.754,1608921.598,1584154.449,1561636.401,53.32599724,18.19582155,2.25560344,30.96577947,20.68118012,2.714230529,0.102956533,0.048720559,14.77420003,,2013,PR-West
65,0,0.137555373,0.243598039,27.69096962,1.054584161,0.041944799,0.008866918,341.1108797,75.46294959,0.310794242,1.462103342,-21.72311117,35.18182756,4.037777778,11.04666667,7.904324369,242461.0827,246451.9344,251397.2034,257349.3522,264371.566,41.72424374,12.91789516,2.4100572,11.6,151.116358,0.443972864,0.024161196,0.02961544,11.34498527,,2013,USVI-St. Croix
66,0,0.328912387,0.567089358,27.5216981,1.108679535,0.042569443,0.00796207,320.2823844,60.79756937,0.468058429,2.216664511,-26.74847455,6.472001673,4.481355932,12.99661017,12.75852855,362466.3339,363628.7174,366185.5313,370155.0118,375571.3647,86.34375875,18.17705355,1.387281797,34.25423729,90.71304316,1.061842083,0.044397707,0.015155222,9.41655732,,2013,USVI-St. Thomas
67,0,0.008955772,0.0256383,27.66008885,0.991292018,0.061031494,0.012839774,425.8252086,53.73067229,0.427402723,1.934020678,-20.49919482,7.900165095,3.519323671,9.730273752,12.3922087,3054182.85,3029162.387,3008835.142,2993221.19,2982366.166,78.20276821,48.6583196,0.791810354,176.5942029,19.66829817,1.403377371,0.112880539,0.012441959,17.30282722,,2014,PR-East
68,0,0.009401826,0.019158101,27.64406849,0.954526302,0.051940522,0.020896227,371.3481038,81.45020962,0.164623282,0.817795351,-4.891666667,6.963093333,3.333333333,8.25,1.390408917,3525626.023,3482556.123,3444289.812,3410772.732,3381968.758,40.14863342,104.3498298,1.374065,62.5,17.18621158,25.3816725,0.0661015,0.06963375,44.41146142,,2014,PR-North
69,0,0.007786784,0.021227552,27.71245821,0.944450438,0.055988746,0.01798365,415.1501726,67.35632403,0.12850241,0.781822635,-17.73309348,26.41985591,4.417266187,11.97841727,12.00216482,3307852.079,3268872.444,3234174.543,3203710.37,3177446.623,72.92858818,77.35658311,1.485550072,759.7841727,13.85249012,3.683522108,0.091211942,0.057654201,22.82903811,,2014,PR-South
70,0,4.60E-05,9.37E-05,27.9390072,0.941143249,0.058988874,0.013987359,488.4446522,85.49828409,0.093361538,0.614818291,-171.8291827,11.33478066,2.888705104,6.805765595,11.0047267,1663684.426,1635145.33,1608976.489,1585224.199,1563988.003,54.36543963,18.47306176,2.115182812,35.03071834,21.27227298,2.818361629,0.106986608,0.046969961,15.05704075,,2014,PR-West
71,0,0,0,27.62929455,0.951114267,0.034439661,0.007593863,290.5615069,40.64075856,0.635460002,3.146435535,-22.17440198,32.96315887,3.93062201,10.44976077,6.549532065,243079.2623,247013.9421,251893.7212,257770.166,264705.4096,42.31340452,11.79047181,2.660669498,12.15311005,150.0485835,0.530322364,0.022963014,0.02997894,14.95054638,,2014,USVI-St. Croix
72,0,0.028499359,0.06073378,27.5886278,0.988986447,0.03699005,0.00962545,291.4969014,35.72580255,0.598369577,2.630096025,-24.99024043,7.083778481,4.56718529,13.74257426,16.36788757,367366.4176,368355.4037,370764.0154,374608.2432,379920.3589,85.93022348,18.6974482,1.435574823,30.24045262,89.73825319,1.341268003,0.062089771,0.015101455,8.15062901,,2014,USVI-St. Thomas
73,0,0.335861377,0.593367253,27.75278953,1.018098988,0.059429955,0.011547161,414.5962763,59.09427708,0.687232188,2.667912091,-20.08231238,7.921226752,3.54287902,9.925727412,12.74813085,3068861.945,3043760.954,3023359.083,3007675.959,2996756.675,77.71672417,49.57068718,0.765896715,172.8407351,18.99147706,1.481827263,0.108287467,0.012583753,17.91880471,,2015,PR-East
74,0,0.080157534,0.151383054,27.70764612,0.989478388,0.056025038,0.022905885,362.0232172,94.56172862,0.205627851,0.869478841,-4.891666667,6.963093333,3.333333333,8.25,1.390408917,3525626.023,3482556.123,3444289.812,3410772.732,3381968.758,40.14863342,104.3498298,1.374065,62.5,17.18621158,25.3816725,0.0661015,0.06963375,44.41146142,,2015,PR-North
75,0,0.078726914,0.15407234,27.82347462,0.965639928,0.04880104,0.012819282,375.0211842,68.10892878,0.181483488,0.792827459,-17.73309348,26.41985591,4.417266187,11.97841727,12.00216482,3307852.079,3268872.444,3234174.543,3203710.37,3177446.623,72.92858818,77.35658311,1.485550072,759.7841727,13.85249012,3.683522108,0.091211942,0.057654201,22.82903811,,2015,PR-South
76,0,0.066996236,0.121093374,27.9568027,0.957520733,0.063170785,0.016444702,457.2652223,109.1672014,0.150974702,0.79807724,-165.9004323,11.13180722,2.929497385,6.974982943,11.4320245,1669245.574,1640674.388,1614469.956,1590674.177,1569380.394,55.03934336,18.46544961,2.055450714,35.44234705,21.30549496,2.782600152,0.107760909,0.04577457,15.05958788,,2015,PR-West
77,0,0.416923518,0.733906718,27.77586065,0.980212468,0.038731948,0.00791315,314.6692656,38.19790336,0.699088028,3.356657237,-20.68234092,33.40838068,4.082135524,11.04106776,7.933182922,243102.7921,247061.5806,251969.5829,257878.7432,264851.6409,42.17911545,13.08362427,2.346613634,11.84804928,149.6930639,0.505394148,0.023398189,0.029650947,12.7799737,,2015,USVI-St. Croix
78,0,0.432216339,0.758458076,27.69339854,1.014898518,0.036788982,0.0081036,293.662043,33.98711128,0.836670618,2.811093929,-24.42905865,7.167298126,4.582537517,13.71759891,15.88683977,378829.2704,379927.1535,382462.9274,386452.6536,391928.766,85.60739953,18.86208737,1.578963915,29.52251023,88.96025118,1.314419787,0.06384884,0.015259819,8.508002981,,2015,USVI-St. Thomas
79,0,0.256145043,0.419244562,27.95848266,0.980858547,0.058790975,0.013113786,429.8258354,64.80138682,0.336402554,1.389826052,-20.55857602,7.889498603,3.516990291,9.723300971,12.1906976,3053524.793,3028516.118,3008199.513,2992595.059,2981748.392,78.13551508,48.72590176,0.792770906,176.9660194,19.6535211,1.409681596,0.1134064,0.012399233,17.34837582,,2016,PR-East
80,0,0.096798311,0.176470002,27.92680328,0.936802209,0.044499085,0.01506964,361.5248348,71.32017746,0.095237206,0.498200119,-5.227272727,7.100781455,3.272727273,7.909090909,1.273603818,3410195.674,3368834.115,3332114.732,3299984.831,3272409.157,39.97250764,100.1656814,1.431691818,59.09090909,17.96405964,25.22569727,0.069337545,0.069085636,45.36986627,,2016,PR-North
81,0,0.12941057,0.231060986,28.12167856,0.931598811,0.054343758,0.016500859,395.3412691,58.15319241,0.090211422,0.425424957,-17.69931971,25.75372516,4.394557823,12.03401361,11.8695731,3359016.337,3319191.451,3283718.17,3252549.462,3225653.238,73.46577512,77.44425103,1.670758844,772.8571429,13.31504048,3.975904327,0.096099347,0.057946259,24.35071221,,2016,PR-South
82,0,0.068814146,0.121298151,28.20081281,0.925260167,0.064376769,0.019586601,500.0778835,114.7504533,0.077016534,0.529498718,-165.4382088,11.12134501,2.92675737,6.971882086,11.39832465,1669693.745,1641111.663,1614895.951,1591088.166,1569781.177,54.98114667,18.4972478,2.057208626,35.36734694,21.26343311,2.790911332,0.108098376,0.045870214,15.01553901,,2016,PR-West
83,0,0.345233897,0.564839685,28.04635488,0.974058445,0.038145147,0.009978397,324.3263839,46.16586167,0.339545562,1.580879635,-20.23558654,32.87157891,4.103379722,11.10139165,7.932766895,243210.8212,247173.234,252085.2475,257998.8437,264976.6455,42.22092573,13.56161962,2.349899503,11.78926441,149.5874681,0.514417493,0.023526233,0.029585847,12.94879013,,2016,USVI-St. Croix
84,0,0.246449835,0.402519542,27.92045365,0.979983171,0.037062772,0.007883041,289.0804029,36.3731222,0.489763669,1.390670268,-24.99024043,7.083778481,4.56718529,13.74257426,16.36788757,367366.4176,368355.4037,370764.0154,374608.2432,379920.3589,85.93022348,18.6974482,1.435574823,30.24045262,89.73825319,1.341268003,0.062089771,0.015101455,8.15062901,,2016,USVI-St. Thomas
85,1.993925588,0.114324045,0.175484155,27.76944213,0.99832925,0.064232408,0.016561525,472.9639154,90.89786177,0.355135304,1.599825627,-19.97608198,7.93127681,3.546697039,9.951404708,12.75750757,3067276.762,3042124.47,3021670.822,3005935.391,2994963.234,77.86058039,49.37801271,0.770910068,171.6173121,19.13730753,1.471376623,0.108905602,0.012733546,17.78426845,,2017,PR-East
86,2.545454545,0.015063512,0.027544643,27.77097883,0.974790368,0.050038757,0.018805007,436.1732363,114.6727653,0.087018679,0.554808699,-5.281818182,7.220606364,3.272727273,8.181818182,1.383922455,3401931.933,3360341.077,3323382.505,3291003.169,3263167.442,40.13105927,101.2012545,1.456529091,59.09090909,16.92429173,26.30710636,0.053881273,0.068026727,46.40542136,,2017,PR-North
87,1,0.133305967,0.232758358,28.08234725,0.918268698,0.056940645,0.024600142,461.5325424,134.2499364,0.071233059,0.514378305,-17.55033555,25.63319027,4.389261745,12.04697987,11.81228651,3364469.765,3324592.038,3289070.073,3257857.058,3230921.132,73.56691489,77.39634809,1.691833154,775.9060403,13.22448059,4.025122557,0.097239195,0.058050604,24.63558489,,2017,PR-South
88,1.395239165,0.094520277,0.155849591,28.11172707,0.958771109,0.065994957,0.022062885,544.1228863,123.3021786,0.053087254,0.458848719,-164.0404449,11.09213144,2.936671907,7.005614193,11.45058384,1672635.068,1644046.92,1617825.098,1594010.088,1572693.244,54.97836994,18.57894848,2.055658329,36.79991017,21.10526477,2.886501065,0.109068525,0.045677551,14.97142903,,2017,PR-West
89,2.741935484,0.058792909,0.093131888,27.91315895,0.945973694,0.037185598,0.007811464,339.5296991,77.87568593,0.489861108,2.298233675,-19.44402282,31.67460537,4.098671727,11.14231499,7.628144302,243836.3348,247810.4262,252735.2525,258662.8935,265656.0875,42.55866913,14.51155172,2.267993681,11.70777989,148.8223689,0.519958638,0.024118364,0.029478349,12.7982888,,2017,USVI-St. Croix
90,2,0.124900459,0.21781379,27.74312597,0.980589643,0.040671771,0.008784131,327.5879874,70.2487257,0.644153025,2.576555211,-20.75887849,7.614169813,4.642523364,13.84228972,14.25879186,361419.3534,362971.154,365894.9364,370212.2841,375960.3901,84.96441574,20.29273903,1.588212056,26.71728972,91.89933928,1.176246627,0.080237464,0.016373598,10.30190169,,2017,USVI-St. Thomas
91,0,0,0,27.56130438,0.955129906,0.058357049,0.011540297,446.0770892,70.37750615,0.377968142,1.615625647,-19.97608198,7.93127681,3.546697039,9.951404708,12.75750757,3067276.762,3042124.47,3021670.822,3005935.391,2994963.234,77.86058039,49.37801271,0.770910068,171.6173121,19.13730753,1.471376623,0.108905602,0.012733546,17.78426845,,2018,PR-East
92,0,0,0,27.54359589,0.942037601,0.053675384,0.015890936,397.2145962,88.16817703,0.14375913,0.699830787,-4.891666667,6.963093333,3.333333333,8.25,1.390408917,3525626.023,3482556.123,3444289.812,3410772.732,3381968.758,40.14863342,104.3498298,1.374065,62.5,17.18621158,25.3816725,0.0661015,0.06963375,44.41146142,,2018,PR-North
93,0,0,0,27.75889997,0.861710431,0.054756963,0.018803879,439.3247451,78.47619154,0.143796631,0.847062216,-17.55033555,25.63319027,4.389261745,12.04697987,11.81228651,3364469.765,3324592.038,3289070.073,3257857.058,3230921.132,73.56691489,77.39634809,1.691833154,775.9060403,13.22448059,4.025122557,0.097239195,0.058050604,24.63558489,,2018,PR-South
94,0,0,0,27.83259278,0.890433855,0.058309263,0.015317147,519.1277346,101.8029871,0.109465065,0.849634886,-164.0404449,11.09213144,2.936671907,7.005614193,11.45058384,1672635.068,1644046.92,1617825.098,1594010.088,1572693.244,54.97836994,18.57894848,2.055658329,36.79991017,21.10526477,2.886501065,0.109068525,0.045677551,14.97142903,,2018,PR-West
95,0,0,0,27.57387263,0.889483546,0.039261079,0.010845627,356.397308,81.75190643,0.581859282,2.453347735,-19.44402282,31.67460537,4.098671727,11.14231499,7.628144302,243836.3348,247810.4262,252735.2525,258662.8935,265656.0875,42.55866913,14.51155172,2.267993681,11.70777989,148.8223689,0.519958638,0.024118364,0.029478349,12.7982888,,2018,USVI-St. Croix
96,0,0,0,27.47674766,0.948698892,0.039073321,0.010035985,362.5963393,82.53304795,0.618826021,2.777553252,-19.19783427,8.1498558,4.711864407,14.0433145,13.15841879,361414.6209,362675.4259,365319.7745,369367.2819,374853.3533,83.78899817,21.78352453,1.757640009,23.47457627,91.70966218,1.094892266,0.13008142,0.013638314,10.01557754,,2018,USVI-St. Thomas
97,1.32649962,1.475853964,2.471424573,27.89816748,1.229958966,0.05905527,0.015939653,407.8230049,58.32332544,0.337499574,1.850820738,-19.97608198,7.93127681,3.546697039,9.951404708,12.75750757,3067276.762,3042124.47,3021670.822,3005935.391,2994963.234,77.86058039,49.37801271,0.770910068,171.6173121,19.13730753,1.471376623,0.108905602,0.012733546,17.78426845,,2019,PR-East
98,0.666666667,0.806940639,1.360216032,27.87552694,1.203345501,0.054164712,0.018658556,356.0082201,92.05415805,0.127983559,0.742320437,-3.3,6.333475133,3.466666667,8.466666667,1.568971667,3799497.709,3753162.756,3712008.033,3675976.252,3645030.137,39.92213767,111.5879125,1.143672667,70,17.4586672,23.3655396,0.1043206,0.073945733,40.32233913,,2019,PR-North
99,0,0.851370415,1.412747347,28.04837685,1.187843743,0.052662306,0.014647054,407.2919892,64.52649149,0.176738067,1.493837364,-17.55033555,25.63319027,4.389261745,12.04697987,11.81228651,3364469.765,3324592.038,3289070.073,3257857.058,3230921.132,73.56691489,77.39634809,1.691833154,775.9060403,13.22448059,4.025122557,0.097239195,0.058050604,24.63558489,,2019,PR-South
100,0,0.364857275,0.611706432,28.12603117,1.160918793,0.057738313,0.01628069,492.1404533,89.86575559,0.110685957,0.817504682,-164.0404449,11.09213144,2.936671907,7.005614193,11.45058384,1672635.068,1644046.92,1617825.098,1594010.088,1572693.244,54.97836994,18.57894848,2.055658329,36.79991017,21.10526477,2.886501065,0.109068525,0.045677551,14.97142903,,2019,PR-West
101,1,1.231106704,2.040799803,27.87275241,1.210448597,0.035546957,0.006556655,303.7351428,35.8219397,0.462260859,2.351187931,-19.44402282,31.67460537,4.098671727,11.14231499,7.628144302,243836.3348,247810.4262,252735.2525,258662.8935,265656.0875,42.55866913,14.51155172,2.267993681,11.70777989,148.8223689,0.519958638,0.024118364,0.029478349,12.7982888,,2019,USVI-St. Croix
102,1,1.478969896,2.478965333,27.79800448,1.238980254,0.034909264,0.007040945,304.0857629,25.78251075,0.424364641,1.909325476,-19.19783427,8.1498558,4.711864407,14.0433145,13.15841879,361414.6209,362675.4259,365319.7745,369367.2819,374853.3533,83.78899817,21.78352453,1.757640009,23.47457627,91.70966218,1.094892266,0.13008142,0.013638314,10.01557754,,2019,USVI-St. Thomas
